sample	samples	STAM	STAM	ENSG00000136738.14
TCGA-IS-A3KA-01	TCGA-IS-A3KA-01	0.725	1	5.14
TCGA-13-1492-01	TCGA-13-1492-01	0.725	1	3.569
TCGA-KN-8436-01	TCGA-KN-8436-01	0.725	1	3.293
TCGA-09-1665-01	TCGA-09-1665-01	0.725	1	2.707
TCGA-HW-7493-01	TCGA-HW-7493-01	0.723	1	4.344
TCGA-BH-A0BG-01	TCGA-BH-A0BG-01	0.72	1	3.763
TCGA-CC-A3MA-01	TCGA-CC-A3MA-01	0.72	1	3.272
TCGA-BG-A0LX-01	TCGA-BG-A0LX-01	0.72	1	
TCGA-QR-A6H1-01	TCGA-QR-A6H1-01	0.719	1	4.024
TCGA-VQ-A91A-01	TCGA-VQ-A91A-01	0.719	1	3.66
TCGA-E1-5322-01	TCGA-E1-5322-01	0.718	1	4.185
TCGA-A4-8098-01	TCGA-A4-8098-01	0.718	1	3.845
TCGA-OR-A5LS-01	TCGA-OR-A5LS-01	0.718	1	3.718
TCGA-25-1312-01	TCGA-25-1312-01	0.718	1	3.053
TCGA-CS-6666-01	TCGA-CS-6666-01	0.717	1	4.277
TCGA-09-1669-01	TCGA-09-1669-01	0.717	1	3.321
TCGA-85-8352-01	TCGA-85-8352-01	0.716	1	4.035
TCGA-25-1320-01	TCGA-25-1320-01	0.715	1	3.597
TCGA-06-A7TL-01	TCGA-06-A7TL-01	0.715	1	
TCGA-DU-A5TR-01	TCGA-DU-A5TR-01	0.713	1	3.208
TCGA-BL-A0C8-01	TCGA-BL-A0C8-01	0.712	1	3.356
TCGA-OR-A5J9-01	TCGA-OR-A5J9-01	0.711	1	3.78
TCGA-GC-A3RB-01	TCGA-GC-A3RB-01	0.711	1	3.351
TCGA-HV-A7OP-01	TCGA-HV-A7OP-01	0.711	1	2.046
TCGA-EY-A1GH-01	TCGA-EY-A1GH-01	0.711	1	
TCGA-BH-A0GY-01	TCGA-BH-A0GY-01	0.71	1	3.936
TCGA-BR-A4J8-01	TCGA-BR-A4J8-01	0.71	1	3.306
TCGA-30-1718-01	TCGA-30-1718-01	0.71	1	3.269
TCGA-SX-A7SS-01	TCGA-SX-A7SS-01	0.709	1	2.242
TCGA-D1-A16R-01	TCGA-D1-A16R-01	0.708	2	
TCGA-SJ-A6ZJ-01	TCGA-SJ-A6ZJ-01	0.708	1	2.177
TCGA-DU-7014-01	TCGA-DU-7014-01	0.707	1	4.022
TCGA-TM-A84H-01	TCGA-TM-A84H-01	0.706	1	3.801
TCGA-KQ-A41S-01	TCGA-KQ-A41S-01	0.706	1	3.556
TCGA-25-1634-01	TCGA-25-1634-01	0.706	1	3.517
TCGA-64-1678-01	TCGA-64-1678-01	0.704	1	3.567
TCGA-B5-A11S-01	TCGA-B5-A11S-01	0.704	1	
TCGA-24-1550-01	TCGA-24-1550-01	0.703	2	3.707
TCGA-R5-A805-01	TCGA-R5-A805-01	0.703	2	3.426
TCGA-MT-A7BN-01	TCGA-MT-A7BN-01	0.703	1	2.299
TCGA-D1-A17T-01	TCGA-D1-A17T-01	0.703	1	
TCGA-25-1628-01	TCGA-25-1628-01	0.702	1	3.527
TCGA-B5-A11F-01	TCGA-B5-A11F-01	0.702	1	
TCGA-EP-A2KB-01	TCGA-EP-A2KB-01	0.7	1	2.447
TCGA-FF-8042-01	TCGA-FF-8042-01	0.7	1	2.384
TCGA-AR-A256-01	TCGA-AR-A256-01	0.697	1	4.428
TCGA-AN-A04D-01	TCGA-AN-A04D-01	0.697	1	3.825
TCGA-N5-A4RJ-01	TCGA-N5-A4RJ-01	0.697	1	2.894
TCGA-GU-A42P-01	TCGA-GU-A42P-01	0.696	1	3.704
TCGA-55-8615-01	TCGA-55-8615-01	0.696	1	3.579
TCGA-61-1918-01	TCGA-61-1918-01	0.695	1	3.44
TCGA-B5-A11R-01	TCGA-B5-A11R-01	0.693	1	3.233
TCGA-A8-A06X-01	TCGA-A8-A06X-01	0.691	1	4.45
TCGA-AX-A06J-01	TCGA-AX-A06J-01	0.691	1	
TCGA-BR-A4QI-01	TCGA-BR-A4QI-01	0.69	1	4.22
TCGA-58-A46M-01	TCGA-58-A46M-01	0.69	1	3.743
TCGA-AP-A3K1-01	TCGA-AP-A3K1-01	0.69	1	2.766
TCGA-02-0011-01	TCGA-02-0011-01	0.69	1	
TCGA-BK-A0C9-01	TCGA-BK-A0C9-01	0.689	1	
TCGA-HT-7473-01	TCGA-HT-7473-01	0.688	1	3.872
TCGA-C8-A1HJ-01	TCGA-C8-A1HJ-01	0.687	1	4.194
TCGA-49-AARE-01	TCGA-49-AARE-01	0.686	2	3.302
TCGA-DU-7299-01	TCGA-DU-7299-01	0.684	1	4.403
TCGA-13-2061-01	TCGA-13-2061-01	0.684	1	
TCGA-24-1417-01	TCGA-24-1417-01	0.682	1	3.729
TCGA-YL-A8HM-01	TCGA-YL-A8HM-01	0.681	1	3.038
TCGA-F9-A8NY-01	TCGA-F9-A8NY-01	0.68	1	3.668
TCGA-XU-A933-01	TCGA-XU-A933-01	0.68	1	3.561
TCGA-09-2051-01	TCGA-09-2051-01	0.68	1	3.475
TCGA-Z7-A8R6-01	TCGA-Z7-A8R6-01	0.679	1	3.3
TCGA-04-1649-01	TCGA-04-1649-01	0.678	1	
TCGA-97-7937-01	TCGA-97-7937-01	0.677	1	3.646
TCGA-2Y-A9H6-01	TCGA-2Y-A9H6-01	0.677	1	2.161
TCGA-24-1924-01	TCGA-24-1924-01	0.676	1	3.069
TCGA-K4-A54R-01	TCGA-K4-A54R-01	0.676	1	2.738
TCGA-DD-AAE9-01	TCGA-DD-AAE9-01	0.676	1	1.949
TCGA-D1-A15V-01	TCGA-D1-A15V-01	0.676	1	
TCGA-D1-A0ZQ-01	TCGA-D1-A0ZQ-01	0.674	1	
TCGA-AA-3548-01	TCGA-AA-3548-01	0.671	1	
TCGA-BG-A0M4-01	TCGA-BG-A0M4-01	0.671	1	
TCGA-61-2101-01	TCGA-61-2101-01	0.67	1	3.361
TCGA-BL-A13J-01	TCGA-BL-A13J-01	0.668	1	4.128
TCGA-AA-3952-01	TCGA-AA-3952-01	0.668	1	
TCGA-D1-A165-01	TCGA-D1-A165-01	0.668	1	
TCGA-N8-A4PN-01	TCGA-N8-A4PN-01	0.667	1	3.496
TCGA-OU-A5PI-01	TCGA-OU-A5PI-01	0.666	1	3.686
TCGA-24-1928-01	TCGA-24-1928-01	0.666	1	3.678
TCGA-24-0979-01	TCGA-24-0979-01	0.666	1	3.351
TCGA-NK-A7XE-01	TCGA-NK-A7XE-01	0.666	1	3.039
TCGA-DK-A3X1-01	TCGA-DK-A3X1-01	0.665	1	3.58
TCGA-13-1409-01	TCGA-13-1409-01	0.664	1	3.183
TCGA-E2-A1LH-01	TCGA-E2-A1LH-01	0.664	1	2.951
TCGA-TQ-A7RV-01	TCGA-TQ-A7RV-01	0.663	1	3.552
TCGA-BG-A0M2-01	TCGA-BG-A0M2-01	0.663	1	
TCGA-BS-A0U7-01	TCGA-BS-A0U7-01	0.663	1	
TCGA-CV-A6JM-01	TCGA-CV-A6JM-01	0.662	1	1.74
TCGA-EM-A1YC-01	TCGA-EM-A1YC-01	0.658	1	3.21
TCGA-EO-A22Y-01	TCGA-EO-A22Y-01	0.658	1	3.071
TCGA-OR-A5LD-01	TCGA-OR-A5LD-01	0.658	1	2.101
TCGA-E1-A7YW-01	TCGA-E1-A7YW-01	0.657	1	3.52
TCGA-HU-A4GD-01	TCGA-HU-A4GD-01	0.657	1	3.511
TCGA-DM-A1DA-01	TCGA-DM-A1DA-01	0.655	1	3.074
TCGA-HU-A4HD-01	TCGA-HU-A4HD-01	0.654	1	3.515
TCGA-AX-A1CJ-01	TCGA-AX-A1CJ-01	0.654	1	
TCGA-AR-A255-01	TCGA-AR-A255-01	0.653	1	4.137
TCGA-36-2532-01	TCGA-36-2532-01	0.653	1	
TCGA-23-1118-01	TCGA-23-1118-01	0.652	2	3.128
TCGA-N9-A4Q3-01	TCGA-N9-A4Q3-01	0.652	1	3.192
TCGA-78-7542-01	TCGA-78-7542-01	0.651	1	4.631
TCGA-S9-A89Z-01	TCGA-S9-A89Z-01	0.651	1	3.911
TCGA-XF-AAMF-01	TCGA-XF-AAMF-01	0.651	1	
TCGA-29-1703-01	TCGA-29-1703-01	0.65	1	3.417
TCGA-S9-A7IS-01	TCGA-S9-A7IS-01	0.647	1	3.981
TCGA-WY-A85E-01	TCGA-WY-A85E-01	0.646	1	4.151
TCGA-P3-A5QE-01	TCGA-P3-A5QE-01	0.646	1	3.899
TCGA-24-1551-01	TCGA-24-1551-01	0.646	1	3.322
TCGA-ZN-A9VP-01	TCGA-ZN-A9VP-01	0.646	1	3.183
TCGA-AR-A1AI-01	TCGA-AR-A1AI-01	0.645	1	4.636
TCGA-CD-8526-01	TCGA-CD-8526-01	0.645	1	4.192
TCGA-BR-6565-01	TCGA-BR-6565-01	0.644	1	3.717
TCGA-24-1563-01	TCGA-24-1563-01	0.643	1	3.416
TCGA-98-8023-01	TCGA-98-8023-01	0.642	1	3.547
TCGA-FG-A70Y-01	TCGA-FG-A70Y-01	0.642	1	3.511
TCGA-LL-A5YP-01	TCGA-LL-A5YP-01	0.641	1	3.44
TCGA-25-1877-01	TCGA-25-1877-01	0.641	1	2.48
TCGA-GC-A3RD-01	TCGA-GC-A3RD-01	0.64	1	3.67
TCGA-13-0807-01	TCGA-13-0807-01	0.64	1	
TCGA-VQ-AA6J-01	TCGA-VQ-AA6J-01	0.639	1	4.008
TCGA-OR-A5JF-01	TCGA-OR-A5JF-01	0.637	1	3.225
TCGA-N8-A4PP-01	TCGA-N8-A4PP-01	0.636	1	3.749
TCGA-AQ-A0Y5-01	TCGA-AQ-A0Y5-01	0.635	1	3.988
TCGA-36-1578-01	TCGA-36-1578-01	0.634	1	3.057
TCGA-20-1686-01	TCGA-20-1686-01	0.632	1	2.82
TCGA-OR-A5KY-01	TCGA-OR-A5KY-01	0.63	1	3.589
TCGA-OY-A56P-01	TCGA-OY-A56P-01	0.63	1	3.535
TCGA-C8-A131-01	TCGA-C8-A131-01	0.63	1	3.442
TCGA-55-6970-01	TCGA-55-6970-01	0.628	1	4.414
TCGA-AQ-A54N-01	TCGA-AQ-A54N-01	0.627	1	2.6
TCGA-AP-A0LJ-01	TCGA-AP-A0LJ-01	0.626	1	
TCGA-78-7167-01	TCGA-78-7167-01	0.625	1	3.492
TCGA-B6-A409-01	TCGA-B6-A409-01	0.625	1	3.477
TCGA-DD-AADW-01	TCGA-DD-AADW-01	0.625	1	3.159
TCGA-AX-A05S-01	TCGA-AX-A05S-01	0.624	1	
TCGA-AX-A0IU-01	TCGA-AX-A0IU-01	0.624	1	
TCGA-05-4422-01	TCGA-05-4422-01	0.623	1	3.75
TCGA-TN-A7HI-01	TCGA-TN-A7HI-01	0.623	1	1.872
TCGA-05-4427-01	TCGA-05-4427-01	0.621	1	3.759
TCGA-D1-A102-01	TCGA-D1-A102-01	0.621	1	
TCGA-A6-2686-01	TCGA-A6-2686-01	0.618	1	3.525
TCGA-DK-AA6P-01	TCGA-DK-AA6P-01	0.617	1	3.72
TCGA-61-1919-01	TCGA-61-1919-01	0.617	1	3.662
TCGA-VS-A9V0-01	TCGA-VS-A9V0-01	0.617	1	3.561
TCGA-GR-A4D4-01	TCGA-GR-A4D4-01	0.617	1	2.82
TCGA-93-8067-01	TCGA-93-8067-01	0.616	1	4.686
TCGA-04-1331-01	TCGA-04-1331-01	0.61	2	3.497
TCGA-TM-A7CA-01	TCGA-TM-A7CA-01	0.61	1	3.812
TCGA-W5-AA2Z-01	TCGA-W5-AA2Z-01	0.608	1	3.292
TCGA-B5-A0JT-01	TCGA-B5-A0JT-01	0.608	1	
TCGA-24-1544-01	TCGA-24-1544-01	0.607	1	3.661
TCGA-80-5608-01	TCGA-80-5608-01	0.607	1	3.46
TCGA-AO-A0J6-01	TCGA-AO-A0J6-01	0.606	1	3.969
TCGA-B5-A11L-01	TCGA-B5-A11L-01	0.606	1	
TCGA-ZG-A9LM-01	TCGA-ZG-A9LM-01	0.605	1	3.067
TCGA-KN-8427-01	TCGA-KN-8427-01	0.603	1	4.266
TCGA-92-8064-01	TCGA-92-8064-01	0.602	2	3.546
TCGA-61-1911-01	TCGA-61-1911-01	0.602	1	3.388
TCGA-DU-6396-01	TCGA-DU-6396-01	0.601	2	4.835
TCGA-WY-A859-01	TCGA-WY-A859-01	0.601	1	3.703
TCGA-P5-A5F1-01	TCGA-P5-A5F1-01	0.601	1	3.05
TCGA-10-0935-01	TCGA-10-0935-01	0.6	1	
TCGA-BR-6456-01	TCGA-BR-6456-01	0.599	1	4.12
TCGA-XF-A9SH-01	TCGA-XF-A9SH-01	0.599	1	3.478
TCGA-08-0351-01	TCGA-08-0351-01	0.599	1	
TCGA-42-2593-01	TCGA-42-2593-01	0.599	1	
TCGA-AR-A24H-01	TCGA-AR-A24H-01	0.598	2	4.496
TCGA-B6-A0IQ-01	TCGA-B6-A0IQ-01	0.598	2	3.534
TCGA-BR-8286-01	TCGA-BR-8286-01	0.598	1	4.088
TCGA-49-AAR2-01	TCGA-49-AAR2-01	0.598	1	3.108
TCGA-95-7567-01	TCGA-95-7567-01	0.597	1	3.574
TCGA-13-0904-01	TCGA-13-0904-01	0.597	1	
TCGA-AJ-A23O-01	TCGA-AJ-A23O-01	0.597	1	
TCGA-EJ-A7NM-01	TCGA-EJ-A7NM-01	0.596	2	3.115
TCGA-OR-A5JX-01	TCGA-OR-A5JX-01	0.595	1	2.665
TCGA-LN-A4A6-01	TCGA-LN-A4A6-01	0.594	1	4.613
TCGA-66-2778-01	TCGA-66-2778-01	0.593	1	4.224
TCGA-AO-A03O-01	TCGA-AO-A03O-01	0.593	1	3.757
TCGA-3A-A9IO-01	TCGA-3A-A9IO-01	0.592	1	3.506
TCGA-AR-A1AR-01	TCGA-AR-A1AR-01	0.591	1	4.243
TCGA-57-1583-01	TCGA-57-1583-01	0.591	1	3.205
TCGA-29-1704-01	TCGA-29-1704-01	0.591	1	
TCGA-AP-A0LQ-01	TCGA-AP-A0LQ-01	0.591	1	
TCGA-50-5068-01	TCGA-50-5068-01	0.59	1	3.827
TCGA-VS-A8QF-01	TCGA-VS-A8QF-01	0.59	1	3.141
TCGA-AA-3845-01	TCGA-AA-3845-01	0.59	1	
TCGA-VS-A8EJ-01	TCGA-VS-A8EJ-01	0.589	1	2.053
TCGA-RW-A681-01	TCGA-RW-A681-01	0.588	1	3.91
TCGA-N5-A4RT-01	TCGA-N5-A4RT-01	0.588	1	3.453
TCGA-HU-A4GF-01	TCGA-HU-A4GF-01	0.586	1	3.422
TCGA-PL-A8LV-01	TCGA-PL-A8LV-01	0.586	1	2.616
TCGA-P3-A6T0-01	TCGA-P3-A6T0-01	0.585	1	4.753
TCGA-F7-7848-01	TCGA-F7-7848-01	0.585	1	4.595
TCGA-B6-A402-01	TCGA-B6-A402-01	0.585	1	3.509
TCGA-L5-A43C-01	TCGA-L5-A43C-01	0.583	2	3.397
TCGA-CD-A48C-01	TCGA-CD-A48C-01	0.582	1	3.47
TCGA-A7-A56D-01	TCGA-A7-A56D-01	0.582	1	1.276
TCGA-CG-4444-01	TCGA-CG-4444-01	0.581	1	4.069
TCGA-UY-A78K-01	TCGA-UY-A78K-01	0.581	1	3.321
TCGA-B5-A0JX-01	TCGA-B5-A0JX-01	0.581	1	
TCGA-KB-A93H-01	TCGA-KB-A93H-01	0.58	1	3.113
TCGA-13-0727-01	TCGA-13-0727-01	0.58	1	2.46
TCGA-LN-A4A4-01	TCGA-LN-A4A4-01	0.579	1	4.388
TCGA-CV-7406-01	TCGA-CV-7406-01	0.578	1	4.36
TCGA-HQ-A2OE-01	TCGA-HQ-A2OE-01	0.578	1	3.628
TCGA-A2-A0YG-01	TCGA-A2-A0YG-01	0.577	1	4.18
TCGA-EE-A29D-06	TCGA-EE-A29D-06	0.576	1	5.262
TCGA-ZF-A9R4-01	TCGA-ZF-A9R4-01	0.576	1	3.3
TCGA-FD-A3SJ-01	TCGA-FD-A3SJ-01	0.575	1	3.751
TCGA-D7-A74A-01	TCGA-D7-A74A-01	0.575	1	3.714
TCGA-A8-A07Z-01	TCGA-A8-A07Z-01	0.573	1	2.854
TCGA-18-3416-01	TCGA-18-3416-01	0.571	1	3.879
TCGA-JV-A5VF-01	TCGA-JV-A5VF-01	0.571	1	2.96
TCGA-XR-A8TF-01	TCGA-XR-A8TF-01	0.571	1	2.053
TCGA-A2-A3XT-01	TCGA-A2-A3XT-01	0.57	1	4.289
TCGA-MP-A4T8-01	TCGA-MP-A4T8-01	0.57	1	3.963
TCGA-VR-A8EQ-01	TCGA-VR-A8EQ-01	0.568	1	3.679
TCGA-A2-A3Y0-01	TCGA-A2-A3Y0-01	0.568	1	3.535
TCGA-DK-A2I6-01	TCGA-DK-A2I6-01	0.568	1	2.911
TCGA-N6-A4VG-01	TCGA-N6-A4VG-01	0.567	1	3.45
TCGA-29-2434-01	TCGA-29-2434-01	0.567	1	
TCGA-24-1427-01	TCGA-24-1427-01	0.566	1	3.494
TCGA-DY-A1DF-01	TCGA-DY-A1DF-01	0.566	1	2.404
TCGA-GD-A6C6-01	TCGA-GD-A6C6-01	0.566	1	1.651
TCGA-A5-A0GE-01	TCGA-A5-A0GE-01	0.566	1	
TCGA-BG-A18A-01	TCGA-BG-A18A-01	0.566	1	
TCGA-AC-A2FO-01	TCGA-AC-A2FO-01	0.564	1	3.935
TCGA-AX-A2HK-01	TCGA-AX-A2HK-01	0.564	1	
TCGA-N6-A4VC-01	TCGA-N6-A4VC-01	0.563	1	3.616
TCGA-B5-A1MV-01	TCGA-B5-A1MV-01	0.563	1	
TCGA-CV-7250-01	TCGA-CV-7250-01	0.562	1	4.121
TCGA-MN-A4N1-01	TCGA-MN-A4N1-01	0.562	1	3.624
TCGA-HT-7688-01	TCGA-HT-7688-01	0.56	1	4.055
TCGA-5M-AATE-01	TCGA-5M-AATE-01	0.56	1	3.323
TCGA-04-1349-01	TCGA-04-1349-01	0.559	1	
TCGA-LL-A441-01	TCGA-LL-A441-01	0.558	2	3.813
TCGA-HQ-A2OF-01	TCGA-HQ-A2OF-01	0.558	1	3.809
TCGA-D8-A3Z6-01	TCGA-D8-A3Z6-01	0.557	1	2.967
TCGA-A2-A0D2-01	TCGA-A2-A0D2-01	0.556	1	3.519
TCGA-4T-AA8H-01	TCGA-4T-AA8H-01	0.556	1	3.162
TCGA-UY-A78L-01	TCGA-UY-A78L-01	0.556	1	3.143
TCGA-D1-A3DH-01	TCGA-D1-A3DH-01	0.556	1	2.753
TCGA-36-2543-01	TCGA-36-2543-01	0.555	2	
TCGA-LK-A4O2-01	TCGA-LK-A4O2-01	0.555	1	5.003
TCGA-24-1548-01	TCGA-24-1548-01	0.555	1	3.818
TCGA-AR-A2LR-01	TCGA-AR-A2LR-01	0.555	1	3.672
TCGA-A8-A08B-01	TCGA-A8-A08B-01	0.555	1	3.331
TCGA-50-7109-01	TCGA-50-7109-01	0.553	1	4.405
TCGA-04-1356-01	TCGA-04-1356-01	0.553	1	2.989
TCGA-BQ-5882-01	TCGA-BQ-5882-01	0.552	2	4.534
TCGA-BH-A0DS-01	TCGA-BH-A0DS-01	0.552	1	3.231
TCGA-09-1661-01	TCGA-09-1661-01	0.552	1	2.954
TCGA-85-6560-01	TCGA-85-6560-01	0.551	1	4.22
TCGA-DK-A1A3-01	TCGA-DK-A1A3-01	0.551	1	3.641
TCGA-04-1542-01	TCGA-04-1542-01	0.548	1	3.022
TCGA-VS-A9U5-01	TCGA-VS-A9U5-01	0.547	1	3.58
TCGA-MP-A4TE-01	TCGA-MP-A4TE-01	0.547	1	3
TCGA-DF-A2KR-01	TCGA-DF-A2KR-01	0.547	1	2.921
TCGA-F1-6875-01	TCGA-F1-6875-01	0.546	1	3.125
TCGA-WY-A858-01	TCGA-WY-A858-01	0.546	1	2.945
TCGA-AR-A24U-01	TCGA-AR-A24U-01	0.544	1	4.284
TCGA-61-2098-01	TCGA-61-2098-01	0.544	1	3.297
TCGA-FV-A4ZQ-01	TCGA-FV-A4ZQ-01	0.544	1	2.72
TCGA-97-8179-01	TCGA-97-8179-01	0.543	1	3.894
TCGA-DS-A0VK-01	TCGA-DS-A0VK-01	0.543	1	3.801
TCGA-A2-A04U-01	TCGA-A2-A04U-01	0.543	1	3.48
TCGA-LL-A8F5-01	TCGA-LL-A8F5-01	0.542	1	2.785
TCGA-KL-8324-01	TCGA-KL-8324-01	0.542	1	2.39
TCGA-DD-AACM-01	TCGA-DD-AACM-01	0.542	1	
TCGA-78-7155-01	TCGA-78-7155-01	0.54	1	4.51
TCGA-23-1123-01	TCGA-23-1123-01	0.54	1	3.348
TCGA-13-0911-01	TCGA-13-0911-01	0.54	1	2.642
TCGA-A2-A4RW-01	TCGA-A2-A4RW-01	0.539	1	3.842
TCGA-36-1571-01	TCGA-36-1571-01	0.539	1	3.31
TCGA-56-A4BW-01	TCGA-56-A4BW-01	0.538	1	3.395
TCGA-09-1672-01	TCGA-09-1672-01	0.537	1	
TCGA-98-8022-01	TCGA-98-8022-01	0.535	1	3.691
TCGA-59-2352-01	TCGA-59-2352-01	0.535	1	3.444
TCGA-CC-A9FU-01	TCGA-CC-A9FU-01	0.535	1	2.656
TCGA-FD-A5C0-01	TCGA-FD-A5C0-01	0.534	1	3.603
TCGA-B6-A0RS-01	TCGA-B6-A0RS-01	0.534	1	3.418
TCGA-B6-A0IN-01	TCGA-B6-A0IN-01	0.534	1	2.901
TCGA-29-1775-01	TCGA-29-1775-01	0.534	1	
TCGA-DX-AB2W-01	TCGA-DX-AB2W-01	0.532	1	2.772
TCGA-A2-A0T3-01	TCGA-A2-A0T3-01	0.531	1	3.935
TCGA-DH-A7UV-01	TCGA-DH-A7UV-01	0.531	1	3.262
TCGA-ED-A8O6-01	TCGA-ED-A8O6-01	0.531	1	1.975
TCGA-OR-A5K2-01	TCGA-OR-A5K2-01	0.531	1	
TCGA-AJ-A3TW-01	TCGA-AJ-A3TW-01	0.53	2	2.623
TCGA-IC-A6RF-01	TCGA-IC-A6RF-01	0.527	1	4.405
TCGA-CJ-5675-01	TCGA-CJ-5675-01	0.526	1	3.334
TCGA-ZF-AA4V-01	TCGA-ZF-AA4V-01	0.526	1	2.926
TCGA-N7-A59B-01	TCGA-N7-A59B-01	0.525	1	1.982
TCGA-K4-A5RJ-01	TCGA-K4-A5RJ-01	0.524	1	3.387
TCGA-EW-A1PB-01	TCGA-EW-A1PB-01	0.524	1	3.046
TCGA-D8-A13Z-01	TCGA-D8-A13Z-01	0.522	1	3.802
TCGA-NG-A4VU-01	TCGA-NG-A4VU-01	0.522	1	3.591
TCGA-ZF-A9RC-01	TCGA-ZF-A9RC-01	0.522	1	3.014
TCGA-FD-A5C1-01	TCGA-FD-A5C1-01	0.52	1	2.759
TCGA-75-6206-01	TCGA-75-6206-01	0.519	1	3.586
TCGA-HU-A4H4-01	TCGA-HU-A4H4-01	0.519	1	3.514
TCGA-A8-A07E-01	TCGA-A8-A07E-01	0.518	1	3.667
TCGA-A7-A4SF-01	TCGA-A7-A4SF-01	0.518	1	3.534
TCGA-55-8092-01	TCGA-55-8092-01	0.517	1	3.636
TCGA-DB-A75M-01	TCGA-DB-A75M-01	0.517	1	3.52
TCGA-09-1674-01	TCGA-09-1674-01	0.516	1	3.767
TCGA-5T-A9QA-01	TCGA-5T-A9QA-01	0.516	1	3.464
TCGA-AX-A0IW-01	TCGA-AX-A0IW-01	0.515	1	
TCGA-L9-A7SV-01	TCGA-L9-A7SV-01	0.513	1	3.151
TCGA-B6-A0IE-01	TCGA-B6-A0IE-01	0.511	1	3.707
TCGA-HT-7476-01	TCGA-HT-7476-01	0.511	1	3.545
TCGA-09-0365-01	TCGA-09-0365-01	0.511	1	
TCGA-AQ-A04H-01	TCGA-AQ-A04H-01	0.509	1	3.86
TCGA-09-1667-01	TCGA-09-1667-01	0.509	1	3.718
TCGA-18-3417-01	TCGA-18-3417-01	0.509	1	3.454
TCGA-C8-A26Z-01	TCGA-C8-A26Z-01	0.508	1	3.963
TCGA-AO-A12F-01	TCGA-AO-A12F-01	0.508	1	3.336
TCGA-L5-A8NJ-01	TCGA-L5-A8NJ-01	0.507	1	3.434
TCGA-A2-A0SW-01	TCGA-A2-A0SW-01	0.507	1	3.31
TCGA-61-2012-01	TCGA-61-2012-01	0.505	1	3.834
TCGA-24-1424-01	TCGA-24-1424-01	0.505	1	3.586
TCGA-L5-A8NF-01	TCGA-L5-A8NF-01	0.504	1	3.761
TCGA-SR-A6MZ-01	TCGA-SR-A6MZ-01	0.504	1	3.644
TCGA-KD-A5QS-01	TCGA-KD-A5QS-01	0.504	1	3.136
TCGA-24-1852-01	TCGA-24-1852-01	0.504	1	
TCGA-AG-4015-01	TCGA-AG-4015-01	0.503	1	
TCGA-E1-A7YI-01	TCGA-E1-A7YI-01	0.502	1	3.903
TCGA-BG-A3PP-01	TCGA-BG-A3PP-01	0.501	1	3.159
TCGA-2H-A9GM-01	TCGA-2H-A9GM-01	0.5	1	3.55
TCGA-GV-A3JW-01	TCGA-GV-A3JW-01	0.5	1	3.501
TCGA-N8-A4PO-01	TCGA-N8-A4PO-01	0.499	1	3.645
TCGA-P5-A72X-01	TCGA-P5-A72X-01	0.499	1	3.462
TCGA-LL-A6FQ-01	TCGA-LL-A6FQ-01	0.499	1	1.848
TCGA-ZF-AA51-01	TCGA-ZF-AA51-01	0.498	1	3.237
TCGA-04-1347-01	TCGA-04-1347-01	0.498	1	2.239
TCGA-38-4632-01	TCGA-38-4632-01	0.497	1	3.951
TCGA-CV-7421-01	TCGA-CV-7421-01	0.497	1	3.829
TCGA-BR-7197-01	TCGA-BR-7197-01	0.497	1	3.076
TCGA-HM-A4S6-01	TCGA-HM-A4S6-01	0.496	1	3.736
TCGA-OR-A5JK-01	TCGA-OR-A5JK-01	0.495	1	2.011
TCGA-FW-A3I3-06	TCGA-FW-A3I3-06	0.494	1	5.647
TCGA-A8-A09D-01	TCGA-A8-A09D-01	0.493	1	3.629
TCGA-SG-A6Z4-01	TCGA-SG-A6Z4-01	0.492	1	3.632
TCGA-BP-4338-01	TCGA-BP-4338-01	0.492	1	2.922
TCGA-29-2428-01	TCGA-29-2428-01	0.491	1	3.245
TCGA-64-5778-01	TCGA-64-5778-01	0.49	1	3.68
TCGA-VQ-A8E3-01	TCGA-VQ-A8E3-01	0.49	1	3.629
TCGA-20-0987-01	TCGA-20-0987-01	0.49	1	2.257
TCGA-HD-8224-01	TCGA-HD-8224-01	0.489	1	3.876
TCGA-G4-6299-01	TCGA-G4-6299-01	0.489	1	3.739
TCGA-XE-AAOL-01	TCGA-XE-AAOL-01	0.489	1	3.106
TCGA-CF-A3MF-01	TCGA-CF-A3MF-01	0.488	1	2.239
TCGA-E5-A4U1-01	TCGA-E5-A4U1-01	0.486	1	3.03
TCGA-E2-A1AZ-01	TCGA-E2-A1AZ-01	0.485	1	4.135
TCGA-C8-A274-01	TCGA-C8-A274-01	0.485	1	3.943
TCGA-4Z-AA80-01	TCGA-4Z-AA80-01	0.485	1	3.892
TCGA-DK-A3IL-01	TCGA-DK-A3IL-01	0.485	1	2.311
TCGA-HC-8265-01	TCGA-HC-8265-01	0.484	2	3.032
TCGA-13-0891-01	TCGA-13-0891-01	0.484	2	2.856
TCGA-D8-A1JD-01	TCGA-D8-A1JD-01	0.484	1	3.94
TCGA-61-2612-01	TCGA-61-2612-01	0.484	1	
TCGA-DK-A1A6-01	TCGA-DK-A1A6-01	0.483	1	4.353
TCGA-BP-4342-01	TCGA-BP-4342-01	0.483	1	3.067
TCGA-HU-A4GH-01	TCGA-HU-A4GH-01	0.483	1	3.039
